# L3 = 18 MiB (12 ways)
2.25 43.983 0.006
3 43.980 0.000
4 43.980 0.000
6 43.980 0.000
10 41.113 1.316
18 34.103 6.499


# L3 = 9 MiB (6 ways)
2.25 43.970 0.017
3 43.980 0.000
4 43.983 0.006
6 41.970 0.944
10 34.617 3.773
18 18.153 0.012


# L3 = 4.5 MiB (3 ways)
2.25 43.977 0.006
3 43.893 0.116
4 37.353 1.289
6 29.030 0.260
10 25.293 0.065
18 16.223 0.015


