# RX ring 256
256 28.900 0.000
512 39.500 0.000
1024 44.300 0.000
2048 41.700 0.000
4096 44.500 0.000
8192 41.400 0.000


# RX ring 1024
256 18.700 0.000
512 36.000 0.000
1024 37.100 0.000
2048 39.100 0.000
4096 35.300 0.000
8192 32.800 0.000


