# offered 52 Gbit/s
12 45.846 0.159
25 47.946 0.047
50 48.438 0.119
100 49.378 0.048
200 51.816 0.005
400 51.706 0.024
800 51.532 0.026
1600 51.326 0.050


# offered 60 Gbit/s
12 42.156 0.647
25 47.802 0.287
50 48.244 0.254
100 48.604 0.134
200 47.654 0.169
400 39.968 0.205
800 29.984 0.297
1600 20.402 0.270


# offered 72 Gbit/s
12 48.018 0.191
25 54.424 0.235
50 55.876 0.308
100 56.612 0.099
200 52.878 0.249
400 41.862 0.287
800 29.670 0.045
1600 18.668 0.344


