# stock (208K, ring 1024)
40 39.976 0.009
48 47.926 0.011
56 51.572 1.214


# rmem 1M (ring 1024)
40 39.984 0.005
48 47.830 0.012
56 41.130 0.179


# rmem 1M + ring 128
40 39.982 0.004
48 47.962 0.008
56 49.122 0.128


# rmem 1M + ring 128 + shed
40 39.988 0.004
48 47.974 0.005
56 54.092 0.073


