# RX ring 1024
40 36.480 1.354
44 38.760 3.858
48 43.880 4.966
52 48.140 0.764
56 47.020 0.705


# RX ring 128
40 37.980 1.408
44 41.510 0.460
48 44.435 4.602
52 49.620 0.487
56 55.126 0.210
58 55.255 6.510
60 54.245 0.739
64 50.500 0.762
68 48.080 0.687
72 45.920 0.756


