# offered 28 Gbit/s
208 22.400 0.000
512 28.000 0.000
1024 28.000 0.000
1536 28.000 0.000
2048 28.000 0.000
3072 28.000 0.000
4096 28.000 0.000
8192 28.000 0.000


# offered 32 Gbit/s
208 21.150 0.071
512 31.900 0.000
1024 31.900 0.000
1536 31.900 0.000
2048 31.900 0.000
3072 31.950 0.071
4096 31.900 0.000
8192 31.900 0.000


